9.0, 10, 0, 1, 0.000018, 0.000000
9.0, 10, 0, 1, 0.000019, 0.000000
9.0, 10, 0, 1, 0.000019, 0.000000
9.0, 10, 0, 1, 0.000019, 0.000000
9.0, 10, 0, 2, 0.000138, 0.000000
9.0, 10, 0, 2, 0.000122, 0.000000
9.0, 10, 0, 2, 0.000120, 0.000000
9.0, 10, 0, 2, 0.000123, 0.000000
9.0, 10, 0, 4, 0.000193, 0.000000
9.0, 10, 0, 4, 0.000184, 0.000000
9.0, 10, 0, 4, 0.000209, 0.000000
9.0, 10, 0, 4, 0.000191, 0.000000
9.0, 10, 0, 8, 0.000379, 0.000000
9.0, 10, 0, 8, 0.000397, 0.000000
9.0, 10, 0, 8, 0.000353, 0.000000
9.0, 10, 0, 8, 0.000371, 0.000000
9.0, 10, 0, 10, 0.000455, 0.000000
9.0, 10, 0, 10, 0.000448, 0.000000
9.0, 10, 0, 10, 0.000437, 0.000000
9.0, 10, 0, 10, 0.000456, 0.000000
9.0, 10, 0, 12, 0.000522, 0.000000
9.0, 10, 0, 12, 0.000574, 0.000000
9.0, 10, 0, 12, 0.000528, 0.000000
9.0, 10, 0, 12, 0.000552, 0.000000
9.0, 10, 0, 14, 0.000652, 0.000000
9.0, 10, 0, 14, 0.000652, 0.000000
9.0, 10, 0, 14, 0.000626, 0.000000
9.0, 10, 0, 14, 0.000621, 0.000000
9.0, 10, 0, 15, 0.000643, 0.000000
9.0, 10, 0, 15, 0.000647, 0.000000
9.0, 10, 0, 15, 0.000668, 0.000000
9.0, 10, 0, 15, 0.000665, 0.000000
9.0, 10, 0, 16, 0.000693, 0.000000
9.0, 10, 0, 16, 0.000699, 0.000000
9.0, 10, 0, 16, 0.000696, 0.000000
9.0, 10, 0, 16, 0.000700, 0.000000
9.0, 10, 100, 1, 0.001108, 90.258317
9.0, 10, 100, 1, 0.001203, 83.137839
9.0, 10, 100, 1, 0.001111, 90.025842
9.0, 10, 100, 1, 0.001112, 89.929331
9.0, 10, 100, 2, 0.001272, 78.618632
9.0, 10, 100, 2, 0.001245, 80.319877
9.0, 10, 100, 2, 0.001270, 78.736700
9.0, 10, 100, 2, 0.001280, 78.120767
9.0, 10, 100, 4, 0.001288, 77.643539
9.0, 10, 100, 4, 0.001342, 74.512418
9.0, 10, 100, 4, 0.001300, 76.917367
9.0, 10, 100, 4, 0.001295, 77.214728
9.0, 10, 100, 8, 0.001629, 61.383053
9.0, 10, 100, 8, 0.001593, 62.779584
9.0, 10, 100, 8, 0.001610, 62.110232
9.0, 10, 100, 8, 0.001585, 63.091215
9.0, 10, 100, 10, 0.001969, 50.790797
9.0, 10, 100, 10, 0.001941, 51.520747
9.0, 10, 100, 10, 0.001912, 52.298055
9.0, 10, 100, 10, 0.001919, 52.109629
9.0, 10, 100, 12, 0.002125, 47.058274
9.0, 10, 100, 12, 0.002155, 46.402301
9.0, 10, 100, 12, 0.002126, 47.037165
9.0, 10, 100, 12, 0.002152, 46.469134
9.0, 10, 100, 14, 0.002340, 42.737966
9.0, 10, 100, 14, 0.002295, 43.572657
9.0, 10, 100, 14, 0.002357, 42.426704
9.0, 10, 100, 14, 0.002303, 43.423791
9.0, 10, 100, 15, 0.002500, 39.999084
9.0, 10, 100, 15, 0.002426, 41.221661
9.0, 10, 100, 15, 0.002513, 39.794156
9.0, 10, 100, 15, 0.002463, 40.599206
9.0, 10, 100, 16, 0.002532, 39.494388
9.0, 10, 100, 16, 0.002525, 39.602530
9.0, 10, 100, 16, 0.002540, 39.368350
9.0, 10, 100, 16, 0.002534, 39.464659
9.0, 10, 200, 1, 0.004720, 84.746254
9.0, 10, 200, 1, 0.004359, 91.764021
9.0, 10, 200, 1, 0.004456, 89.765736
9.0, 10, 200, 1, 0.004380, 91.324457
9.0, 10, 200, 2, 0.004346, 92.040904
9.0, 10, 200, 2, 0.004246, 94.206390
9.0, 10, 200, 2, 0.004311, 92.789204
9.0, 10, 200, 2, 0.004322, 92.548632
9.0, 10, 200, 4, 0.003873, 103.276183
9.0, 10, 200, 4, 0.003859, 103.652638
9.0, 10, 200, 4, 0.003866, 103.467259
9.0, 10, 200, 4, 0.003845, 104.031847
9.0, 10, 200, 8, 0.003439, 116.314587
9.0, 10, 200, 8, 0.003492, 114.551523
9.0, 10, 200, 8, 0.003399, 117.685297
9.0, 10, 200, 8, 0.005825, 68.671835
9.0, 10, 200, 10, 0.003853, 103.812982
9.0, 10, 200, 10, 0.003835, 104.303488
9.0, 10, 200, 10, 0.003904, 102.462538
9.0, 10, 200, 10, 0.003852, 103.838683
9.0, 10, 200, 12, 0.004358, 91.789124
9.0, 10, 200, 12, 0.005520, 72.465515
9.0, 10, 200, 12, 0.004386, 91.200348
9.0, 10, 200, 12, 0.004457, 89.746528
9.0, 10, 200, 14, 0.004835, 82.727890
