3.0, 4, 100, 0.000320, 125.016513
3.0, 4, 200, 0.001227, 130.384426
3.0, 4, 300, 0.002748, 131.003769
3.0, 4, 400, 0.004853, 131.876913
3.0, 4, 500, 0.007597, 131.631434
3.0, 4, 600, 0.010909, 132.000126
3.0, 4, 700, 0.014868, 131.826556
3.0, 4, 800, 0.019403, 131.938491
3.0, 4, 900, 0.024518, 132.147740
3.0, 4, 1000, 0.030312, 131.961711
3.0, 4, 1100, 0.036680, 131.952078
3.0, 4, 1200, 0.043654, 131.946777
3.0, 4, 1300, 0.051417, 131.473739
3.0, 4, 1400, 0.060090, 130.471337
3.0, 4, 1500, 0.069574, 129.358450
3.0, 4, 1600, 0.080449, 127.285444
3.0, 4, 1700, 0.091838, 125.873982
3.0, 4, 1800, 0.103873, 124.767728
3.0, 4, 1900, 0.116601, 123.841144
3.0, 4, 2000, 0.130909, 122.222339
3.0, 4, 2100, 0.144914, 121.727443
3.0, 4, 2200, 0.160399, 120.699037
3.0, 4, 2300, 0.175156, 120.806679
3.0, 4, 2400, 0.192399, 119.751127
3.0, 4, 2500, 0.208958, 119.641319
3.0, 4, 2600, 0.226026, 119.632350
3.0, 4, 2700, 0.244732, 119.150792
3.0, 4, 2800, 0.264571, 118.531424
3.0, 4, 2900, 0.283973, 118.461876
3.0, 4, 3000, 0.307196, 117.188972
3.0, 4, 3100, 0.325472, 118.105355
3.0, 4, 3200, 0.349837, 117.083157
3.0, 4, 3300, 0.371026, 117.404159
3.0, 4, 3400, 0.395500, 116.915243
3.0, 4, 3500, 0.419961, 116.677508
3.0, 4, 3600, 0.443400, 116.914774
3.0, 4, 3700, 0.469645, 116.598761
3.0, 4, 3800, 0.497645, 116.066697
3.0, 4, 3900, 0.522022, 116.546810
3.0, 4, 4000, 0.549213, 116.530344
3.0, 4, 4100, 0.580714, 115.788497
3.0, 4, 4200, 0.610732, 115.533476
3.0, 4, 4300, 0.639126, 115.720563
3.0, 4, 4400, 0.665123, 116.429595
3.0, 4, 4500, 0.701379, 115.486767
3.0, 4, 4600, 0.730154, 115.920745
3.0, 4, 4700, 0.765194, 115.473958
3.0, 4, 4800, 0.798502, 115.416121
3.0, 4, 4900, 0.830234, 115.678223
3.0, 4, 5000, 0.860268, 116.242830
3.0, 4, 2, 0.000003, 5.162220
3.0, 4, 4, 0.000004, 15.790321
3.0, 4, 8, 0.000005, 51.130563
3.0, 4, 16, 0.000012, 85.899346
3.0, 4, 32, 0.000036, 113.773968
3.0, 4, 64, 0.000130, 126.090783
3.0, 4, 128, 0.000511, 128.267805
3.0, 4, 256, 0.001999, 131.144040
3.0, 4, 512, 0.007966, 131.634687
3.0, 4, 1024, 0.031751, 132.100246
3.0, 4, 2048, 0.136631, 122.792152
3.0, 4, 4096, 0.581542, 115.398135
3.0, 4, 8192, 2.344388, 114.501292
3.0, 4, 2, 0.000003, 5.162220
3.0, 4, 4, 0.000004, 15.790321
3.0, 4, 8, 0.000005, 51.130563
3.0, 4, 16, 0.000012, 85.899346
3.0, 4, 32, 0.000035, 116.869858
3.0, 4, 64, 0.000129, 127.023062
3.0, 4, 128, 0.000503, 130.273890
3.0, 4, 256, 0.002001, 131.003411
3.0, 4, 512, 0.007963, 131.681982
3.0, 4, 1024, 0.031739, 132.149862
3.0, 4, 2048, 0.136349, 123.046158
3.0, 4, 4096, 0.577940, 116.117357
3.0, 4, 8192, 2.332682, 115.075895
3.0, 4, 2, 0.000003, 5.592405
3.0, 4, 4, 0.000004, 15.790321
3.0, 4, 8, 0.000005, 51.130563
3.0, 4, 16, 0.000012, 85.899346
3.0, 4, 32, 0.000036, 113.773968
